Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-01 13:03:56,        0,  29.7,   2.2,  29.2,  0.389, -0.005,  0.000,     -4.0,  1,  21.7,   1.3, 0.100
2025-10-01 13:03:57,        0,  29.7,   2.2,  29.1,  0.385, -0.005,  0.000,     -8.9,  1,  21.7,   1.3, 0.100
2025-10-01 13:03:57,        0,  29.8,   2.4,  29.2,  0.378, -0.005,  0.000,    -13.7,  1,  21.7,   1.3, 0.100
2025-10-01 13:03:59,        0,  29.7,   2.0,  29.1,  0.373, -0.005,  0.000,    -19.5,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:00,        0,  29.8,   2.4,  29.2,  0.367, -0.005,  0.000,    -24.0,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:01,        0,  29.7,   2.2,  29.2,  0.363, -0.005,  0.000,    -28.3,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:01,        0,  29.7,   2.2,  29.2,  0.359, -0.005,  0.000,    -33.2,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:03,        0,  29.7,   2.2,  29.2,  0.353, -0.005,  0.000,    -38.3,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:04,        0,  29.7,   2.2,  29.2,  0.349, -0.005,  0.000,    -42.9,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:05,        0,  29.8,   2.4,  29.2,  0.343, -0.004,  0.000,    -46.9,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:05,        0,  29.8,   2.4,  29.2,  0.340, -0.004,  0.000,    -51.2,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:07,        0,  29.7,   2.2,  29.2,  0.334, -0.005,  0.000,    -56.4,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:08,        0,  29.7,   2.2,  29.2,  0.331, -0.004,  0.000,    -60.1,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:09,        0,  29.9,   2.6,  29.2,  0.328, -0.005,  0.000,    -64.4,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:09,        0,  29.9,   2.7,  29.2,  4.666,  4.323,  0.020,   2475.1,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:11,        0,  29.9,   2.6,  29.1,  4.725,  4.407,  0.021,   7554.2,  1,  21.7,   1.3, 0.100
2025-10-01 13:04:12,        0,  30.3,   4.0,  29.2,  4.963,  4.717,  0.024,  12004.3,  1,  21.7,   1.3, 0.100
